currency,symbol,value,date,source,source_url
Dollar neo-zélandais,NZD,1.6975,2021-01-18,Banque de france,https://www.banque-france.fr/statistiques/taux-et-cours/les-taux-de-change-salle-des-marches/parites-quotidiennes
Yen japonais,JPY,125.18,2021-01-18,Banque de france,https://www.banque-france.fr/statistiques/taux-et-cours/les-taux-de-change-salle-des-marches/parites-quotidiennes
Livre sterling,GBP,0.89073,2021-01-18,Banque de france,https://www.banque-france.fr/statistiques/taux-et-cours/les-taux-de-change-salle-des-marches/parites-quotidiennes
Dollar de Hong Kong,HKD,9.3538,2021-01-18,Banque de france,https://www.banque-france.fr/statistiques/taux-et-cours/les-taux-de-change-salle-des-marches/parites-quotidiennes
Franc suisse,CHF,1.0747,2021-01-18,Banque de france,https://www.banque-france.fr/statistiques/taux-et-cours/les-taux-de-change-salle-des-marches/parites-quotidiennes
Baht thaïlandais,THB,36.361,2021-01-18,Banque de france,https://www.banque-france.fr/statistiques/taux-et-cours/les-taux-de-change-salle-des-marches/parites-quotidiennes
Bitcoin,BTC,30328.933594,2021-01-18,Yahoo Finance,https://fr.finance.yahoo.com/quote/BTC-EUR/
Dollar australien,AUD,1.5721,2021-01-18,Banque de france,https://www.banque-france.fr/statistiques/taux-et-cours/les-taux-de-change-salle-des-marches/parites-quotidiennes
Dollar de Singapour,SGD,1.6078,2021-01-18,Banque de france,https://www.banque-france.fr/statistiques/taux-et-cours/les-taux-de-change-salle-des-marches/parites-quotidiennes
Peso méxicain,MXN,23.9785,2021-01-18,Banque de france,https://www.banque-france.fr/statistiques/taux-et-cours/les-taux-de-change-salle-des-marches/parites-quotidiennes
Bitcoin,BTC,29661.734375,2021-01-17,Yahoo Finance,https://fr.finance.yahoo.com/quote/BTC-EUR/
Bitcoin,BTC,29950.035156,2021-01-16,Yahoo Finance,https://fr.finance.yahoo.com/quote/BTC-EUR/
Dollar neo-zélandais,NZD,1.6896,2021-01-15,Banque de france,https://www.banque-france.fr/statistiques/taux-et-cours/les-taux-de-change-salle-des-marches/parites-quotidiennes
Dollar australien,AUD,1.568,2021-01-15,Banque de france,https://www.banque-france.fr/statistiques/taux-et-cours/les-taux-de-change-salle-des-marches/parites-quotidiennes
Yen japonais,JPY,125.74,2021-01-15,Banque de france,https://www.banque-france.fr/statistiques/taux-et-cours/les-taux-de-change-salle-des-marches/parites-quotidiennes
Franc suisse,CHF,1.077,2021-01-15,Banque de france,https://www.banque-france.fr/statistiques/taux-et-cours/les-taux-de-change-salle-des-marches/parites-quotidiennes
Dollar canadien,CAD,1.5413,2021-01-15,Banque de france,https://www.banque-france.fr/statistiques/taux-et-cours/les-taux-de-change-salle-des-marches/parites-quotidiennes
Baht thaïlandais,THB,36.411,2021-01-15,Banque de france,https://www.banque-france.fr/statistiques/taux-et-cours/les-taux-de-change-salle-des-marches/parites-quotidiennes
Dollar des Etats-Unis,USD,1.2123,2021-01-15,Banque de france,https://www.banque-france.fr/statistiques/taux-et-cours/les-taux-de-change-salle-des-marches/parites-quotidiennes
Dollar de Hong Kong,HKD,9.4005,2021-01-15,Banque de france,https://www.banque-france.fr/statistiques/taux-et-cours/les-taux-de-change-salle-des-marches/parites-quotidiennes
Real brésilien,BRL,6.3697,2021-01-15,Banque de france,https://www.banque-france.fr/statistiques/taux-et-cours/les-taux-de-change-salle-des-marches/parites-quotidiennes
Bitcoin,BTC,30485.841797,2021-01-15,Yahoo Finance,https://fr.finance.yahoo.com/quote/BTC-EUR/
Livre sterling,GBP,0.8899799999999999,2021-01-15,Banque de france,https://www.banque-france.fr/statistiques/taux-et-cours/les-taux-de-change-salle-des-marches/parites-quotidiennes
Dollar de Singapour,SGD,1.6105,2021-01-15,Banque de france,https://www.banque-france.fr/statistiques/taux-et-cours/les-taux-de-change-salle-des-marches/parites-quotidiennes
Peso méxicain,MXN,24.0231,2021-01-15,Banque de france,https://www.banque-france.fr/statistiques/taux-et-cours/les-taux-de-change-salle-des-marches/parites-quotidiennes
Peso méxicain,MXN,24.0418,2021-01-14,Banque de france,https://www.banque-france.fr/statistiques/taux-et-cours/les-taux-de-change-salle-des-marches/parites-quotidiennes
Baht thaïlandais,THB,36.396,2021-01-14,Banque de france,https://www.banque-france.fr/statistiques/taux-et-cours/les-taux-de-change-salle-des-marches/parites-quotidiennes
Livre sterling,GBP,0.88943,2021-01-14,Banque de france,https://www.banque-france.fr/statistiques/taux-et-cours/les-taux-de-change-salle-des-marches/parites-quotidiennes
Dollar canadien,CAD,1.5381,2021-01-14,Banque de france,https://www.banque-france.fr/statistiques/taux-et-cours/les-taux-de-change-salle-des-marches/parites-quotidiennes
Dollar des Etats-Unis,USD,1.2124,2021-01-14,Banque de france,https://www.banque-france.fr/statistiques/taux-et-cours/les-taux-de-change-salle-des-marches/parites-quotidiennes
Dollar neo-zélandais,NZD,1.6853,2021-01-14,Banque de france,https://www.banque-france.fr/statistiques/taux-et-cours/les-taux-de-change-salle-des-marches/parites-quotidiennes
Real brésilien,BRL,6.3888,2021-01-14,Banque de france,https://www.banque-france.fr/statistiques/taux-et-cours/les-taux-de-change-salle-des-marches/parites-quotidiennes
Dollar australien,AUD,1.5642,2021-01-14,Banque de france,https://www.banque-france.fr/statistiques/taux-et-cours/les-taux-de-change-salle-des-marches/parites-quotidiennes
Yen japonais,JPY,126.21,2021-01-14,Banque de france,https://www.banque-france.fr/statistiques/taux-et-cours/les-taux-de-change-salle-des-marches/parites-quotidiennes
Bitcoin,BTC,32250.857422,2021-01-14,Yahoo Finance,https://fr.finance.yahoo.com/quote/BTC-EUR/
Dollar de Singapour,SGD,1.609,2021-01-14,Banque de france,https://www.banque-france.fr/statistiques/taux-et-cours/les-taux-de-change-salle-des-marches/parites-quotidiennes
Dollar de Hong Kong,HKD,9.4005,2021-01-14,Banque de france,https://www.banque-france.fr/statistiques/taux-et-cours/les-taux-de-change-salle-des-marches/parites-quotidiennes
Franc suisse,CHF,1.0805,2021-01-14,Banque de france,https://www.banque-france.fr/statistiques/taux-et-cours/les-taux-de-change-salle-des-marches/parites-quotidiennes
Dollar de Singapour,SGD,1.6139,2021-01-13,Banque de france,https://www.banque-france.fr/statistiques/taux-et-cours/les-taux-de-change-salle-des-marches/parites-quotidiennes
Livre sterling,GBP,0.88983,2021-01-13,Banque de france,https://www.banque-france.fr/statistiques/taux-et-cours/les-taux-de-change-salle-des-marches/parites-quotidiennes
Baht thaïlandais,THB,36.547,2021-01-13,Banque de france,https://www.banque-france.fr/statistiques/taux-et-cours/les-taux-de-change-salle-des-marches/parites-quotidiennes
Yen japonais,JPY,126.44,2021-01-13,Banque de france,https://www.banque-france.fr/statistiques/taux-et-cours/les-taux-de-change-salle-des-marches/parites-quotidiennes
Dollar australien,AUD,1.5734,2021-01-13,Banque de france,https://www.banque-france.fr/statistiques/taux-et-cours/les-taux-de-change-salle-des-marches/parites-quotidiennes
Dollar canadien,CAD,1.5487,2021-01-13,Banque de france,https://www.banque-france.fr/statistiques/taux-et-cours/les-taux-de-change-salle-des-marches/parites-quotidiennes
Dollar de Hong Kong,HKD,9.4336,2021-01-13,Banque de france,https://www.banque-france.fr/statistiques/taux-et-cours/les-taux-de-change-salle-des-marches/parites-quotidiennes
Bitcoin,BTC,30682.929688,2021-01-13,Yahoo Finance,https://fr.finance.yahoo.com/quote/BTC-EUR/
Peso méxicain,MXN,24.1414,2021-01-13,Banque de france,https://www.banque-france.fr/statistiques/taux-et-cours/les-taux-de-change-salle-des-marches/parites-quotidiennes
Dollar neo-zélandais,NZD,1.6954,2021-01-13,Banque de france,https://www.banque-france.fr/statistiques/taux-et-cours/les-taux-de-change-salle-des-marches/parites-quotidiennes
Franc suisse,CHF,1.0812,2021-01-13,Banque de france,https://www.banque-france.fr/statistiques/taux-et-cours/les-taux-de-change-salle-des-marches/parites-quotidiennes
Dollar des Etats-Unis,USD,1.2166,2021-01-13,Banque de france,https://www.banque-france.fr/statistiques/taux-et-cours/les-taux-de-change-salle-des-marches/parites-quotidiennes
Real brésilien,BRL,6.4869,2021-01-13,Banque de france,https://www.banque-france.fr/statistiques/taux-et-cours/les-taux-de-change-salle-des-marches/parites-quotidiennes
Livre sterling,GBP,0.8943999999999999,2021-01-12,Banque de france,https://www.banque-france.fr/statistiques/taux-et-cours/les-taux-de-change-salle-des-marches/parites-quotidiennes
Dollar de Singapour,SGD,1.6146,2021-01-12,Banque de france,https://www.banque-france.fr/statistiques/taux-et-cours/les-taux-de-change-salle-des-marches/parites-quotidiennes
Peso méxicain,MXN,24.301,2021-01-12,Banque de france,https://www.banque-france.fr/statistiques/taux-et-cours/les-taux-de-change-salle-des-marches/parites-quotidiennes
Dollar australien,AUD,1.5742,2021-01-12,Banque de france,https://www.banque-france.fr/statistiques/taux-et-cours/les-taux-de-change-salle-des-marches/parites-quotidiennes
Dollar neo-zélandais,NZD,1.694,2021-01-12,Banque de france,https://www.banque-france.fr/statistiques/taux-et-cours/les-taux-de-change-salle-des-marches/parites-quotidiennes
Dollar des Etats-Unis,USD,1.2161,2021-01-12,Banque de france,https://www.banque-france.fr/statistiques/taux-et-cours/les-taux-de-change-salle-des-marches/parites-quotidiennes
Bitcoin,BTC,27786.228516,2021-01-12,Yahoo Finance,https://fr.finance.yahoo.com/quote/BTC-EUR/
Yen japonais,JPY,126.74,2021-01-12,Banque de france,https://www.banque-france.fr/statistiques/taux-et-cours/les-taux-de-change-salle-des-marches/parites-quotidiennes
Franc suisse,CHF,1.0812,2021-01-12,Banque de france,https://www.banque-france.fr/statistiques/taux-et-cours/les-taux-de-change-salle-des-marches/parites-quotidiennes
Dollar canadien,CAD,1.551,2021-01-12,Banque de france,https://www.banque-france.fr/statistiques/taux-et-cours/les-taux-de-change-salle-des-marches/parites-quotidiennes
Real brésilien,BRL,6.6592,2021-01-12,Banque de france,https://www.banque-france.fr/statistiques/taux-et-cours/les-taux-de-change-salle-des-marches/parites-quotidiennes
Baht thaïlandais,THB,36.641,2021-01-12,Banque de france,https://www.banque-france.fr/statistiques/taux-et-cours/les-taux-de-change-salle-des-marches/parites-quotidiennes
Dollar de Hong Kong,HKD,9.4314,2021-01-12,Banque de france,https://www.banque-france.fr/statistiques/taux-et-cours/les-taux-de-change-salle-des-marches/parites-quotidiennes
Peso méxicain,MXN,24.5301,2021-01-11,Banque de france,https://www.banque-france.fr/statistiques/taux-et-cours/les-taux-de-change-salle-des-marches/parites-quotidiennes
Bitcoin,BTC,29247.208984,2021-01-11,Yahoo Finance,https://fr.finance.yahoo.com/quote/BTC-EUR/
Dollar de Hong Kong,HKD,9.433,2021-01-11,Banque de france,https://www.banque-france.fr/statistiques/taux-et-cours/les-taux-de-change-salle-des-marches/parites-quotidiennes
Real brésilien,BRL,6.6562,2021-01-11,Banque de france,https://www.banque-france.fr/statistiques/taux-et-cours/les-taux-de-change-salle-des-marches/parites-quotidiennes
Dollar de Singapour,SGD,1.618,2021-01-11,Banque de france,https://www.banque-france.fr/statistiques/taux-et-cours/les-taux-de-change-salle-des-marches/parites-quotidiennes
Dollar canadien,CAD,1.5551,2021-01-11,Banque de france,https://www.banque-france.fr/statistiques/taux-et-cours/les-taux-de-change-salle-des-marches/parites-quotidiennes
Dollar des Etats-Unis,USD,1.2163,2021-01-11,Banque de france,https://www.banque-france.fr/statistiques/taux-et-cours/les-taux-de-change-salle-des-marches/parites-quotidiennes
Franc suisse,CHF,1.0838,2021-01-11,Banque de france,https://www.banque-france.fr/statistiques/taux-et-cours/les-taux-de-change-salle-des-marches/parites-quotidiennes
Livre sterling,GBP,0.90235,2021-01-11,Banque de france,https://www.banque-france.fr/statistiques/taux-et-cours/les-taux-de-change-salle-des-marches/parites-quotidiennes
Dollar neo-zélandais,NZD,1.6918,2021-01-11,Banque de france,https://www.banque-france.fr/statistiques/taux-et-cours/les-taux-de-change-salle-des-marches/parites-quotidiennes
Baht thaïlandais,THB,36.659,2021-01-11,Banque de france,https://www.banque-france.fr/statistiques/taux-et-cours/les-taux-de-change-salle-des-marches/parites-quotidiennes
Dollar australien,AUD,1.5783,2021-01-11,Banque de france,https://www.banque-france.fr/statistiques/taux-et-cours/les-taux-de-change-salle-des-marches/parites-quotidiennes
Yen japonais,JPY,126.76,2021-01-11,Banque de france,https://www.banque-france.fr/statistiques/taux-et-cours/les-taux-de-change-salle-des-marches/parites-quotidiennes
Bitcoin,BTC,31472.685547,2021-01-10,Yahoo Finance,https://fr.finance.yahoo.com/quote/BTC-EUR/
Bitcoin,BTC,32928.058594,2021-01-09,Yahoo Finance,https://fr.finance.yahoo.com/quote/BTC-EUR/
Livre sterling,GBP,0.90128,2021-01-08,Banque de france,https://www.banque-france.fr/statistiques/taux-et-cours/les-taux-de-change-salle-des-marches/parites-quotidiennes
Real brésilien,BRL,6.5748,2021-01-08,Banque de france,https://www.banque-france.fr/statistiques/taux-et-cours/les-taux-de-change-salle-des-marches/parites-quotidiennes
Dollar australien,AUD,1.5758,2021-01-08,Banque de france,https://www.banque-france.fr/statistiques/taux-et-cours/les-taux-de-change-salle-des-marches/parites-quotidiennes
Yen japonais,JPY,127.26,2021-01-08,Banque de france,https://www.banque-france.fr/statistiques/taux-et-cours/les-taux-de-change-salle-des-marches/parites-quotidiennes
Dollar de Singapour,SGD,1.6228,2021-01-08,Banque de france,https://www.banque-france.fr/statistiques/taux-et-cours/les-taux-de-change-salle-des-marches/parites-quotidiennes
Peso méxicain,MXN,24.4718,2021-01-08,Banque de france,https://www.banque-france.fr/statistiques/taux-et-cours/les-taux-de-change-salle-des-marches/parites-quotidiennes
Dollar neo-zélandais,NZD,1.6883,2021-01-08,Banque de france,https://www.banque-france.fr/statistiques/taux-et-cours/les-taux-de-change-salle-des-marches/parites-quotidiennes
Dollar de Hong Kong,HKD,9.4982,2021-01-08,Banque de france,https://www.banque-france.fr/statistiques/taux-et-cours/les-taux-de-change-salle-des-marches/parites-quotidiennes
Bitcoin,BTC,33372.28125,2021-01-08,Yahoo Finance,https://fr.finance.yahoo.com/quote/BTC-EUR/
Dollar des Etats-Unis,USD,1.225,2021-01-08,Banque de france,https://www.banque-france.fr/statistiques/taux-et-cours/les-taux-de-change-salle-des-marches/parites-quotidiennes
Baht thaïlandais,THB,36.848,2021-01-08,Banque de france,https://www.banque-france.fr/statistiques/taux-et-cours/les-taux-de-change-salle-des-marches/parites-quotidiennes
Dollar canadien,CAD,1.5543,2021-01-08,Banque de france,https://www.banque-france.fr/statistiques/taux-et-cours/les-taux-de-change-salle-des-marches/parites-quotidiennes
Franc suisse,CHF,1.0827,2021-01-08,Banque de france,https://www.banque-france.fr/statistiques/taux-et-cours/les-taux-de-change-salle-des-marches/parites-quotidiennes
Dollar des Etats-Unis,USD,1.2276,2021-01-07,Banque de france,https://www.banque-france.fr/statistiques/taux-et-cours/les-taux-de-change-salle-des-marches/parites-quotidiennes
Yen japonais,JPY,127.13,2021-01-07,Banque de france,https://www.banque-france.fr/statistiques/taux-et-cours/les-taux-de-change-salle-des-marches/parites-quotidiennes
Dollar de Singapour,SGD,1.6253,2021-01-07,Banque de france,https://www.banque-france.fr/statistiques/taux-et-cours/les-taux-de-change-salle-des-marches/parites-quotidiennes
Dollar neo-zélandais,NZD,1.6907,2021-01-07,Banque de france,https://www.banque-france.fr/statistiques/taux-et-cours/les-taux-de-change-salle-des-marches/parites-quotidiennes
Bitcoin,BTC,32089.447266,2021-01-07,Yahoo Finance,https://fr.finance.yahoo.com/quote/BTC-EUR/
Dollar australien,AUD,1.5836,2021-01-07,Banque de france,https://www.banque-france.fr/statistiques/taux-et-cours/les-taux-de-change-salle-des-marches/parites-quotidiennes
Baht thaïlandais,THB,36.859,2021-01-07,Banque de france,https://www.banque-france.fr/statistiques/taux-et-cours/les-taux-de-change-salle-des-marches/parites-quotidiennes
Livre sterling,GBP,0.9019,2021-01-07,Banque de france,https://www.banque-france.fr/statistiques/taux-et-cours/les-taux-de-change-salle-des-marches/parites-quotidiennes
Franc suisse,CHF,1.0833,2021-01-07,Banque de france,https://www.banque-france.fr/statistiques/taux-et-cours/les-taux-de-change-salle-des-marches/parites-quotidiennes
Dollar canadien,CAD,1.5601,2021-01-07,Banque de france,https://www.banque-france.fr/statistiques/taux-et-cours/les-taux-de-change-salle-des-marches/parites-quotidiennes
Real brésilien,BRL,6.5172,2021-01-07,Banque de france,https://www.banque-france.fr/statistiques/taux-et-cours/les-taux-de-change-salle-des-marches/parites-quotidiennes
Peso méxicain,MXN,24.2552,2021-01-07,Banque de france,https://www.banque-france.fr/statistiques/taux-et-cours/les-taux-de-change-salle-des-marches/parites-quotidiennes
Dollar de Hong Kong,HKD,9.5176,2021-01-07,Banque de france,https://www.banque-france.fr/statistiques/taux-et-cours/les-taux-de-change-salle-des-marches/parites-quotidiennes
Peso méxicain,MXN,24.3543,2021-01-06,Banque de france,https://www.banque-france.fr/statistiques/taux-et-cours/les-taux-de-change-salle-des-marches/parites-quotidiennes
Dollar canadien,CAD,1.564,2021-01-06,Banque de france,https://www.banque-france.fr/statistiques/taux-et-cours/les-taux-de-change-salle-des-marches/parites-quotidiennes
Baht thaïlandais,THB,36.921,2021-01-06,Banque de france,https://www.banque-france.fr/statistiques/taux-et-cours/les-taux-de-change-salle-des-marches/parites-quotidiennes
Dollar de Hong Kong,HKD,9.5659,2021-01-06,Banque de france,https://www.banque-france.fr/statistiques/taux-et-cours/les-taux-de-change-salle-des-marches/parites-quotidiennes
Dollar neo-zélandais,NZD,1.6916,2021-01-06,Banque de france,https://www.banque-france.fr/statistiques/taux-et-cours/les-taux-de-change-salle-des-marches/parites-quotidiennes
Dollar australien,AUD,1.5824,2021-01-06,Banque de france,https://www.banque-france.fr/statistiques/taux-et-cours/les-taux-de-change-salle-des-marches/parites-quotidiennes
Dollar des Etats-Unis,USD,1.2338,2021-01-06,Banque de france,https://www.banque-france.fr/statistiques/taux-et-cours/les-taux-de-change-salle-des-marches/parites-quotidiennes
Dollar de Singapour,SGD,1.6246,2021-01-06,Banque de france,https://www.banque-france.fr/statistiques/taux-et-cours/les-taux-de-change-salle-des-marches/parites-quotidiennes
Bitcoin,BTC,29844.859375,2021-01-06,Yahoo Finance,https://fr.finance.yahoo.com/quote/BTC-EUR/
Livre sterling,GBP,0.90635,2021-01-06,Banque de france,https://www.banque-france.fr/statistiques/taux-et-cours/les-taux-de-change-salle-des-marches/parites-quotidiennes
Franc suisse,CHF,1.0821,2021-01-06,Banque de france,https://www.banque-france.fr/statistiques/taux-et-cours/les-taux-de-change-salle-des-marches/parites-quotidiennes
Real brésilien,BRL,6.5119,2021-01-06,Banque de france,https://www.banque-france.fr/statistiques/taux-et-cours/les-taux-de-change-salle-des-marches/parites-quotidiennes
Yen japonais,JPY,127.03,2021-01-06,Banque de france,https://www.banque-france.fr/statistiques/taux-et-cours/les-taux-de-change-salle-des-marches/parites-quotidiennes
Livre sterling,GBP,0.90333,2021-01-05,Banque de france,https://www.banque-france.fr/statistiques/taux-et-cours/les-taux-de-change-salle-des-marches/parites-quotidiennes
Dollar des Etats-Unis,USD,1.2271,2021-01-05,Banque de france,https://www.banque-france.fr/statistiques/taux-et-cours/les-taux-de-change-salle-des-marches/parites-quotidiennes
Baht thaïlandais,THB,36.776,2021-01-05,Banque de france,https://www.banque-france.fr/statistiques/taux-et-cours/les-taux-de-change-salle-des-marches/parites-quotidiennes
Real brésilien,BRL,6.5517,2021-01-05,Banque de france,https://www.banque-france.fr/statistiques/taux-et-cours/les-taux-de-change-salle-des-marches/parites-quotidiennes
Yen japonais,JPY,126.25,2021-01-05,Banque de france,https://www.banque-france.fr/statistiques/taux-et-cours/les-taux-de-change-salle-des-marches/parites-quotidiennes
Franc suisse,CHF,1.0803,2021-01-05,Banque de france,https://www.banque-france.fr/statistiques/taux-et-cours/les-taux-de-change-salle-des-marches/parites-quotidiennes
Bitcoin,BTC,27639.482422,2021-01-05,Yahoo Finance,https://fr.finance.yahoo.com/quote/BTC-EUR/
Dollar de Singapour,SGD,1.618,2021-01-05,Banque de france,https://www.banque-france.fr/statistiques/taux-et-cours/les-taux-de-change-salle-des-marches/parites-quotidiennes
Peso méxicain,MXN,24.586,2021-01-05,Banque de france,https://www.banque-france.fr/statistiques/taux-et-cours/les-taux-de-change-salle-des-marches/parites-quotidiennes
Dollar canadien,CAD,1.5651,2021-01-05,Banque de france,https://www.banque-france.fr/statistiques/taux-et-cours/les-taux-de-change-salle-des-marches/parites-quotidiennes
Dollar australien,AUD,1.5927,2021-01-05,Banque de france,https://www.banque-france.fr/statistiques/taux-et-cours/les-taux-de-change-salle-des-marches/parites-quotidiennes
Dollar de Hong Kong,HKD,9.5136,2021-01-05,Banque de france,https://www.banque-france.fr/statistiques/taux-et-cours/les-taux-de-change-salle-des-marches/parites-quotidiennes
Dollar neo-zélandais,NZD,1.7036,2021-01-05,Banque de france,https://www.banque-france.fr/statistiques/taux-et-cours/les-taux-de-change-salle-des-marches/parites-quotidiennes
Dollar australien,AUD,1.5928,2021-01-04,Banque de france,https://www.banque-france.fr/statistiques/taux-et-cours/les-taux-de-change-salle-des-marches/parites-quotidiennes
Livre sterling,GBP,0.9016,2021-01-04,Banque de france,https://www.banque-france.fr/statistiques/taux-et-cours/les-taux-de-change-salle-des-marches/parites-quotidiennes
Peso méxicain,MXN,24.3031,2021-01-04,Banque de france,https://www.banque-france.fr/statistiques/taux-et-cours/les-taux-de-change-salle-des-marches/parites-quotidiennes
Yen japonais,JPY,126.62,2021-01-04,Banque de france,https://www.banque-france.fr/statistiques/taux-et-cours/les-taux-de-change-salle-des-marches/parites-quotidiennes
Bitcoin,BTC,26094.005859,2021-01-04,Yahoo Finance,https://fr.finance.yahoo.com/quote/BTC-EUR/
Real brésilien,BRL,6.3241,2021-01-04,Banque de france,https://www.banque-france.fr/statistiques/taux-et-cours/les-taux-de-change-salle-des-marches/parites-quotidiennes
Franc suisse,CHF,1.0811,2021-01-04,Banque de france,https://www.banque-france.fr/statistiques/taux-et-cours/les-taux-de-change-salle-des-marches/parites-quotidiennes
Dollar neo-zélandais,NZD,1.7065,2021-01-04,Banque de france,https://www.banque-france.fr/statistiques/taux-et-cours/les-taux-de-change-salle-des-marches/parites-quotidiennes
Dollar de Singapour,SGD,1.6198,2021-01-04,Banque de france,https://www.banque-france.fr/statistiques/taux-et-cours/les-taux-de-change-salle-des-marches/parites-quotidiennes
Dollar de Hong Kong,HKD,9.533,2021-01-04,Banque de france,https://www.banque-france.fr/statistiques/taux-et-cours/les-taux-de-change-salle-des-marches/parites-quotidiennes
Dollar canadien,CAD,1.5621,2021-01-04,Banque de france,https://www.banque-france.fr/statistiques/taux-et-cours/les-taux-de-change-salle-des-marches/parites-quotidiennes
Baht thaïlandais,THB,36.728,2021-01-04,Banque de france,https://www.banque-france.fr/statistiques/taux-et-cours/les-taux-de-change-salle-des-marches/parites-quotidiennes
Dollar des Etats-Unis,USD,1.2296,2021-01-04,Banque de france,https://www.banque-france.fr/statistiques/taux-et-cours/les-taux-de-change-salle-des-marches/parites-quotidiennes
Bitcoin,BTC,26760.720703,2021-01-03,Yahoo Finance,https://fr.finance.yahoo.com/quote/BTC-EUR/
Bitcoin,BTC,26474.892578,2021-01-02,Yahoo Finance,https://fr.finance.yahoo.com/quote/BTC-EUR/
Bitcoin,BTC,24165.556641,2021-01-01,Yahoo Finance,https://fr.finance.yahoo.com/quote/BTC-EUR/
Real brésilien,BRL,6.3735,2020-12-31,Banque de france,https://www.banque-france.fr/statistiques/taux-et-cours/les-taux-de-change-salle-des-marches/parites-quotidiennes
Yen japonais,JPY,126.49,2020-12-31,Banque de france,https://www.banque-france.fr/statistiques/taux-et-cours/les-taux-de-change-salle-des-marches/parites-quotidiennes
Livre sterling,GBP,0.89903,2020-12-31,Banque de france,https://www.banque-france.fr/statistiques/taux-et-cours/les-taux-de-change-salle-des-marches/parites-quotidiennes
Dollar australien,AUD,1.5896,2020-12-31,Banque de france,https://www.banque-france.fr/statistiques/taux-et-cours/les-taux-de-change-salle-des-marches/parites-quotidiennes
Dollar canadien,CAD,1.5633,2020-12-31,Banque de france,https://www.banque-france.fr/statistiques/taux-et-cours/les-taux-de-change-salle-des-marches/parites-quotidiennes
Peso méxicain,MXN,24.416,2020-12-31,Banque de france,https://www.banque-france.fr/statistiques/taux-et-cours/les-taux-de-change-salle-des-marches/parites-quotidiennes
Dollar des Etats-Unis,USD,1.2271,2020-12-31,Banque de france,https://www.banque-france.fr/statistiques/taux-et-cours/les-taux-de-change-salle-des-marches/parites-quotidiennes
Dollar neo-zélandais,NZD,1.6984,2020-12-31,Banque de france,https://www.banque-france.fr/statistiques/taux-et-cours/les-taux-de-change-salle-des-marches/parites-quotidiennes
Bitcoin,BTC,23741.736328,2020-12-31,Yahoo Finance,https://fr.finance.yahoo.com/quote/BTC-EUR/
Baht thaïlandais,THB,36.727,2020-12-31,Banque de france,https://www.banque-france.fr/statistiques/taux-et-cours/les-taux-de-change-salle-des-marches/parites-quotidiennes
Dollar de Hong Kong,HKD,9.5142,2020-12-31,Banque de france,https://www.banque-france.fr/statistiques/taux-et-cours/les-taux-de-change-salle-des-marches/parites-quotidiennes
Dollar de Singapour,SGD,1.6218,2020-12-31,Banque de france,https://www.banque-france.fr/statistiques/taux-et-cours/les-taux-de-change-salle-des-marches/parites-quotidiennes
Franc suisse,CHF,1.0802,2020-12-31,Banque de france,https://www.banque-france.fr/statistiques/taux-et-cours/les-taux-de-change-salle-des-marches/parites-quotidiennes
Baht thaïlandais,THB,36.769,2020-12-30,Banque de france,https://www.banque-france.fr/statistiques/taux-et-cours/les-taux-de-change-salle-des-marches/parites-quotidiennes
Livre sterling,GBP,0.90307,2020-12-30,Banque de france,https://www.banque-france.fr/statistiques/taux-et-cours/les-taux-de-change-salle-des-marches/parites-quotidiennes
Real brésilien,BRL,6.3574,2020-12-30,Banque de france,https://www.banque-france.fr/statistiques/taux-et-cours/les-taux-de-change-salle-des-marches/parites-quotidiennes
Dollar australien,AUD,1.6025,2020-12-30,Banque de france,https://www.banque-france.fr/statistiques/taux-et-cours/les-taux-de-change-salle-des-marches/parites-quotidiennes
Dollar neo-zélandais,NZD,1.7071,2020-12-30,Banque de france,https://www.banque-france.fr/statistiques/taux-et-cours/les-taux-de-change-salle-des-marches/parites-quotidiennes
Yen japonais,JPY,126.57,2020-12-30,Banque de france,https://www.banque-france.fr/statistiques/taux-et-cours/les-taux-de-change-salle-des-marches/parites-quotidiennes
Bitcoin,BTC,23450.607422,2020-12-30,Yahoo Finance,https://fr.finance.yahoo.com/quote/BTC-EUR/
Franc suisse,CHF,1.0857,2020-12-30,Banque de france,https://www.banque-france.fr/statistiques/taux-et-cours/les-taux-de-change-salle-des-marches/parites-quotidiennes
Dollar de Singapour,SGD,1.6257,2020-12-30,Banque de france,https://www.banque-france.fr/statistiques/taux-et-cours/les-taux-de-change-salle-des-marches/parites-quotidiennes
Peso méxicain,MXN,24.3733,2020-12-30,Banque de france,https://www.banque-france.fr/statistiques/taux-et-cours/les-taux-de-change-salle-des-marches/parites-quotidiennes
Dollar canadien,CAD,1.5701,2020-12-30,Banque de france,https://www.banque-france.fr/statistiques/taux-et-cours/les-taux-de-change-salle-des-marches/parites-quotidiennes
Dollar des Etats-Unis,USD,1.2281,2020-12-30,Banque de france,https://www.banque-france.fr/statistiques/taux-et-cours/les-taux-de-change-salle-des-marches/parites-quotidiennes
Dollar de Hong Kong,HKD,9.521,2020-12-30,Banque de france,https://www.banque-france.fr/statistiques/taux-et-cours/les-taux-de-change-salle-des-marches/parites-quotidiennes
Peso méxicain,MXN,24.4001,2020-12-29,Banque de france,https://www.banque-france.fr/statistiques/taux-et-cours/les-taux-de-change-salle-des-marches/parites-quotidiennes
